일순환량,사료종류,사료급이량,일평균폐사,백신접종여부,수온,전장(cm),체장(cm),어체중(g),Condition factor,심장질환,신장질환,비장질환,간장질환,복수,빈혈,궤양,안구질환,척추만곡,아가미부식,림포,탈장,기타,임상증상유무,Trichodina sp.,Scuticocilliates,ameoba,gyrodactylus,기생충유무,S. parauberis,L. garvieae,E. piscicida,P. damselae,V. ichthyoenteri,V. scophthalmi,세균감염유무,ALP,T P,PHOS,Wgc1,Wgc2,Wgr1,Wgr2,Wgr6,Wgp2,Wgi3,Wbkr1,Wbkr2-1,Wbkr2-2,Wbkr5,Wbkr6,Wbki3-1,Wbki3-2,Whkr4,Whkr6,Whkr7,Whkp2,Whki2-1,Whki2-2,Wlc1,Wlr1,Wlp1,Wlr2-1,Wlr2-2,Wlr4,Wlr6,Wlr8,Wli3-1,Wli3-2,Wli6,Wsr5,Wsr6,Wsi2,Wsi3-1,Whr7,Whi3,Whi6-1,Whi6-2,Whi6-3,결과
20,0,0.0075,30,0,12.44,38.7,32.4,682.3,2.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,82,5.2,10.5,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,2
20,0,0.0075,30,0,12.44,34.8,29.5,483.1,1.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,77,7.2,10.5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0.0075,30,0,12.44,33.6,28.1,424.6,1.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5.1,10,0,0,0,0,0,0,4,0,2,2,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
20,0,0.0075,30,0,12.44,38.2,33,638.2,1.776,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,4.6,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1
20,0,0.0075,30,0,12.44,37.8,32.4,725.1,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5.1,11.6,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2
20,1,0.077,2,0,13.97,34.5,29,429.7,1.762,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,40,3.4,7.1,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,2
20,1,0.077,2,0,13.97,35.5,30.3,390.5,1.404,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,78,4.4,8.8,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,34,28.9,427.2,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,201,5.4,8.2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0.077,2,0,13.97,32.9,28.8,402.8,1.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,63,4.7,5.5,0,0,0,0,0,4,4,0,4,0,0,0,8,0,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,2
20,1,0.077,2,0,13.97,34.8,29.6,336.5,1.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,79,3.5,8.4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,35.1,29.4,438.7,1.726,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,78,4.3,9.1,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
20,1,0.077,2,0,13.97,34.9,29.6,405.2,1.562,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,77,5,8.7,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2
20,1,0.077,2,0,13.97,34.6,29.7,357.4,1.364,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,49,3.4,6.3,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,35.8,30.6,462.7,1.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,113,4.6,6.5,0,0,4,0,0,4,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,33.6,27.7,365.8,1.721,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,113,5.3,8.7,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
20,1,0.077,2,0,13.97,33.7,28.9,407.6,1.689,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,63,5.5,8.1,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,36.4,31.2,560.9,1.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,75,4.6,6.9,0,0,8,0,0,0,0,0,4,4,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,31.7,27.2,320.8,1.594,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,69,4.9,10.2,2,0,0,0,0,8,4,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,1,0.077,2,0,13.97,35,30.9,434.7,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,160,5,8.8,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0.077,2,0,13.97,34.9,30.8,402.2,1.377,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,119,5.2,8.3,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,0,3
24,1,0.008,7,0,13.31,37.3,32.4,498.4,1.465,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,79,5.7,12.9,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,8,8,0,0,12,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,3
24,1,0.008,7,0,13.31,34.2,29.3,441.6,1.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,162,4.9,7.1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
24,1,0.008,7,0,13.31,39,34.1,709.2,1.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,152,6.5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,1
24,1,0.008,7,0,13.31,36.4,31.7,533.5,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,91,4.3,14.1,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,2
24,1,0.008,7,0,13.31,31.3,26.8,287.4,1.493,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,33,3.1,15.2,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,2
24,1,0.008,7,0,13.31,39,33.8,668.6,1.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5.9,12.8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
24,1,0.008,7,0,13.31,37.6,32.3,624.1,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,231,6.1,12.9,0,0,4,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,2
24,1,0.008,7,0,13.31,38,32.8,674,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5.5,12.8,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0.008,7,0,13.31,38,33,618.7,1.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,196,5.6,14,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0.008,7,0,13.31,37.5,32.1,668.3,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,173,5.5,11.9,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,0,0,0,8,0,0,2
24,1,0.008,7,0,13.31,37.7,32.5,722.9,2.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,147,6,22.1,0,0,0,0,0,0,8,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,2
24,1,0.008,7,0,13.31,35.2,30.2,488.2,1.772,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,191,5.4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,2
24,1,0.008,7,0,13.31,38.1,33,679.2,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,206,5.4,12.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,2
24,1,0.008,7,0,13.31,36.6,31.7,578.1,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,131,6,21.1,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,2
24,1,0.008,7,0,13.31,38.9,34,705.4,1.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,142,5.4,18.2,0,0,0,0,0,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2
8,1,0.0238,40,0,14.5,24.8,21.2,162.3,1.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,175,4.3,12,0,0,4,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
8,1,0.0238,40,0,14.5,23.2,19.7,116.2,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,117,4.2,15.5,4,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,4,0,0,0,8,0,4,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,2
8,1,0.0238,40,0,14.5,22.2,18.9,100.7,1.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,170,4.1,15,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,4,0,0,0,8,0,4,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,2
8,1,0.0238,40,0,14.5,26.3,22.2,207.4,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,254,4.8,12.4,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
8,1,0.0238,40,0,14.5,23.7,20.3,151.1,1.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,291,5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,1
8,1,0.0238,40,0,14.5,25.3,22,196.7,1.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,186,5.2,13.6,6,6,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3
8,1,0.0238,40,0,14.5,24.6,20.8,171.9,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,222,4.7,13.9,2,4,0,0,0,4,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2
8,1,0.0238,40,0,14.5,23.4,19.9,138.4,1.756,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,156,2.4,11.8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0.0238,40,0,14.5,23.4,19.8,136.1,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,108,2.7,10.4,4,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,12,12,18,0,3
8,1,0.0238,40,0,14.5,26.5,22.4,272.9,2.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,185,5.5,16.6,6,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,1,0.0238,40,0,14.5,22.7,19.4,104.3,1.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,131,2.9,6.6,4,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,8,0,0,0,8,0,4,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,3
8,1,0.0238,40,0,14.5,23.3,19.9,128.2,1.627,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,68,3.5,11.7,4,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,2
8,1,0.0238,40,0,14.5,24.1,20.8,152.9,1.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,172,4.2,14.7,2,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,4,0,0,0,8,0,0,2
8,1,0.0238,40,0,14.5,22.4,19.4,111.6,1.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,222,5.6,15.4,4,2,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2
8,1,0.0238,40,0,14.5,22.6,19,126.8,1.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,160,5.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,20.8,17.1,96.1,1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,144,4.3,11,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
20,0,0.024,20,0,17.57,20.2,16.7,86.7,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,177,4.9,13.2,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,19.8,16.1,85.5,2.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101,3.6,11.5,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,20.4,16.5,98.9,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,46,2.6,10.4,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,2
20,0,0.024,20,0,17.57,19.1,15.5,75.6,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,103,4.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,18.5,14.5,70.3,2.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,165,4.5,11.7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,21.9,18.5,96.3,1.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,109,5,11.4,0,4,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,22.8,18.6,108.8,1.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,221,4.3,13.2,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,2
20,0,0.024,20,0,17.57,20.3,17.3,102.6,1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,271,4.3,13.1,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,2
20,0,0.024,20,0,17.57,23,18.7,112.3,1.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94,4,10.3,0,4,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,20.7,16.6,80.3,1.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,151,4.8,9,0,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2
20,0,0.024,20,0,17.57,21.2,17.7,78.3,1.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66,4.7,7.9,0,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,21.2,17.8,97.7,1.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,174,5.6,10.2,2,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,8,4,0,0,0,8,0,8,0,0,0,0,8,0,0,0,4,0,0,0,12,4,0,0,3
20,0,0.024,20,0,17.57,19.6,16.2,74.1,1.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,59,3.3,9.9,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1
