일순환량,사료종류,사료급이량,일평균폐사,백신접종여부,수온,전장(cm),체장(cm),어체중(g),Condition factor,심장질환,신장질환,비장질환,간장질환,복수,빈혈,궤양,안구질환,척추만곡,아가미부식,림포,탈장,기타,임상증상유무,Trichodina sp.,Scuticocilliates,ameoba,gyrodactylus,기생충유무,S. parauberis,L. garvieae,E. piscicida,P. damselae,V. ichthyoenteri,V. scophthalmi,세균감염유무,ALT,ALP,BUN,T P,CHOL,ALB,PHOS,Wgc1,Wgc2,Wgr1,Wgr2,Wgr6,Wgp2,Wgi3,Wbkr1,Wbkr2-1,Wbkr2-2,Wbkr5,Wbkr6,Wbki3-1,Wbki3-2,Whkr4,Whkr6,Whkr7,Whkp2,Whki2-1,Whki2-2,Wlc1,Wlr1,Wlp1,Wlr2-1,Wlr2-2,Wlr4,Wlr6,Wlr8,Wli3-1,Wli3-2,Wli6,Wsr5,Wsr6,Wsi2,Wsi3-1,Whr7,Whi3,Whi6-1,Whi6-2,Whi6-3,결과
20,0,0.024,20,0,17.57,20.8,17.1,96.1,1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,144,3.5,4.3,307,1.1,11,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
20,0,0.024,20,0,17.57,20.2,16.7,86.7,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,177,1.6,4.9,310,1.3,13.2,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,19.8,16.1,85.5,2.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,101,2.7,3.6,142,1,11.5,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,19.1,15.5,75.6,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,103,2.3,4.1,320,1.2,11.4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,18.5,14.5,70.3,2.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,165,2.8,4.5,325,1.2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
20,0,0.024,20,0,17.57,21.9,18.5,96.3,1.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,109,2.6,5,246,1.4,11.4,0,4,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,22.8,18.6,108.8,1.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,13,221,2.2,4.3,260,1.2,13.2,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,2
20,0,0.024,20,0,17.57,20.3,17.3,102.6,1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,271,1.9,4.3,294,1.1,13.1,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,2
20,0,0.024,20,0,17.57,23,18.7,112.3,1.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,94,1.8,4,232,1.1,10.3,0,4,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,20.7,16.6,80.3,1.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,151,2.4,4.8,285,1.3,9,0,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2
20,0,0.024,20,0,17.57,21.2,17.7,78.3,1.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,66,3.7,4.7,224,1.6,7.9,0,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2
20,0,0.024,20,0,17.57,21.2,17.8,97.7,1.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,174,2.1,5.6,308,1.5,10.2,2,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,8,4,0,0,0,8,0,8,0,0,0,0,8,0,0,0,4,0,0,0,12,4,0,0,3
20,0,0.024,20,0,17.57,19.6,16.2,74.1,1.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,59,5.7,3.3,135,1.2,9.9,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1
20,0,0.024,20,0,17.57,20.1,16.4,78,1.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,301,2.4,4.3,146,1.2,10.9,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,29.5,24.4,292.7,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,198,2.6,5.1,361,1.5,13.3,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,2
20,1,0.087,0.5,0,16.89,31.5,26.3,343.4,1.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,147,2.3,4.7,122,1.6,9.3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
20,1,0.087,0.5,0,16.89,29.1,24.2,286.7,2.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,16,114,2.5,4.6,377,1.1,14.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
20,1,0.087,0.5,0,16.89,29.5,24.3,274.1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,233,4,4.8,276,1.3,13.8,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,8,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,32,26.5,374.5,2.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,101,2.2,4.2,166,1.2,11.9,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,29.9,24.3,334.6,2.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,82,2.1,4.4,188,1.2,10.4,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,33.3,27.3,398.1,1.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,160,1.8,4.4,257,1.1,11.6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2
20,1,0.087,0.5,0,16.89,32.4,26.5,426.4,2.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,163,1.9,5.1,264,1.5,10.7,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,33.9,28.3,402.3,1.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24,319,2.7,4.9,234,1.5,12.5,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,37.4,31.5,586.4,1.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,294,2.8,4.9,221,1.4,12.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,35,29.1,446.2,1.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,337,2.1,4.7,351,1.3,11.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,33,28.3,345.4,1.524,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,18,232,2,4.7,356,1.2,12.4,2,4,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,32,26.1,377.8,2.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,250,2.9,5.2,364,1.4,9.3,0,0,0,0,0,0,4,0,2,4,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,33,26.5,348.5,1.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,304,3,5.4,333,1.5,11.7,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
20,1,0.087,0.5,0,16.89,30.1,25.2,225.5,1.409,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19,344,2,4.4,227,1.1,13.6,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,32,28.5,384.5,1.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,91,2.6,4.6,262,1,9.8,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,2
24,1,0.022,5,1,15.97,32.4,28.7,373.3,1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,118,1.6,4.2,218,1.2,9.2,0,0,0,0,0,0,4,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,30.2,26.7,266.7,1.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,23,212,2.3,4.1,214,1,10,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,31.8,27.4,343.6,1.67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,101,2.3,4.3,162,1.3,10.1,0,0,0,0,0,0,0,2,0,0,12,0,4,0,0,0,0,8,4,0,0,8,0,0,0,8,0,0,0,0,0,0,8,8,0,0,12,8,0,0,3
24,1,0.022,5,1,15.97,34.1,30.6,451.8,1.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,142,4.2,4.6,192,1.4,10.6,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,31.2,27.9,331.4,1.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38,256,2.4,3.9,139,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,2
24,1,0.022,5,1,15.97,30.9,26.9,328.1,1.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,190,4,4.5,147,1.1,11.2,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,30.8,26.4,343.1,1.865,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,114,2.7,5.4,221,1.4,12.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,2
24,1,0.022,5,1,15.97,32.1,28.4,412.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,49,165,2.2,4.8,300,1.3,12.4,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,2
24,1,0.022,5,1,15.97,33,29.1,402.2,1.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22,118,2.6,4.4,235,1.2,10.5,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,2
24,1,0.022,5,1,15.97,30,26.5,378.6,2.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,91,2.7,4.5,140,1.2,10.6,0,0,0,0,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,29.2,25.4,286,1.745,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,34,190,2.4,5.1,251,1.2,12.5,0,0,0,0,0,0,0,4,4,0,12,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,2
24,1,0.022,5,1,15.97,30.7,26.4,359.4,1.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45,114,2.7,4.8,263,1.2,11,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,2
24,1,0.022,5,1,15.97,31.2,27.5,296.2,1.424,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,67,278,2.3,4.8,209,1.3,15.6,0,4,0,0,0,0,0,0,4,0,8,0,8,0,0,0,12,8,0,0,0,8,0,0,0,0,0,0,0,12,0,0,12,12,0,0,12,12,12,0,3
24,1,0.022,5,1,15.97,32.3,28.1,402.2,1.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40,322,3.1,4.8,240,1.2,10.2,0,0,0,0,0,0,4,2,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,2
8,1,0.049,10,1,17.38,31,27.3,367.2,1.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,188,2.3,4.9,313,1.6,10.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,26.8,23.1,200.4,1.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,131,3,5.2,431,1.3,10.4,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,25.9,22.2,199.2,1.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,126,3.7,5.1,450,1.4,11.7,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,27,23.3,242.6,1.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,201,2.3,5.6,194,1.7,8.8,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
8,1,0.049,10,1,17.38,23.3,19.7,192.4,2.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,144,3.8,5.1,369,1.3,9.5,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
8,1,0.049,10,1,17.38,30.3,26.5,375.2,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,174,2.7,5.1,393,1.5,9,0,0,0,0,0,0,4,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,27.8,24.1,309.1,2.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,13,116,2.4,5,299,1.5,9.4,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
8,1,0.049,10,1,17.38,26.4,23.4,253.4,1.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,61,5.1,3.6,254,1.3,8.2,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,28.5,25,325.4,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,80,3.3,5.1,165,1.6,9.1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
8,1,0.049,10,1,17.38,25.2,21.8,224.1,2.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,139,2.9,4.9,118,1.6,10.8,0,0,4,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,12,0,2
8,1,0.049,10,1,17.38,25.1,21.6,199.6,1.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,64,4,4.3,133,1.3,7.7,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
20,0,0.027,20,0,19.3,21.2,17.8,87.6,1.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,118,3.5,5.3,129,1.4,7.6,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,12,0,0,8,0,4,0,0,12,0,0,12,0,0,0,8,0,0,0,0,0,0,3
20,0,0.027,20,0,19.3,18.1,15.2,66.3,1.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,14,174,1.9,4.3,130,1,12.3,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,4,0,4,0,0,8,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,2
20,0,0.027,20,0,19.3,17.2,14.1,60.2,2.148,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,23,168,2.6,4.7,172,1.1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
20,0,0.027,20,0,19.3,21,17.4,80.1,1.52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19,101,2.8,3.8,130,1.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
20,0,0.027,20,0,19.3,19.4,16.3,68.2,1.575,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,11,116,1.9,4.1,171,1.3,10.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,0,0.027,20,0,19.3,19.2,16,80.4,1.963,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19,94,2.8,4.4,165,1.2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
20,0,0.027,20,0,19.3,18,15.1,58.2,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,171,2.6,3.6,126,1.1,11.3,0,0,0,0,0,0,0,0,0,0,4,12,12,0,0,0,4,4,0,0,0,8,0,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3
20,0,0.027,20,0,19.3,16.5,13.8,43.1,1.64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30,114,4.4,4.8,84,1.7,15.4,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,8,8,0,0,8,0,0,0,0,12,0,8,12,0,0,8,8,0,0,0,0,0,0,3
20,0,0.027,20,0,19.3,18.1,15.2,48.4,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,85,3.8,4.5,128,1.2,11.3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,8,0,0,8,0,0,0,0,0,0,0,0,0,6,8,8,0,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,34,29.1,395.3,1.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,98,4.1,4.9,126,1.5,9.5,0,0,8,8,0,0,0,0,0,0,4,0,8,4,0,0,8,0,12,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,35.1,30,540.3,2.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,106,3.8,5,291,1.6,10.3,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,4,0,0,0,12,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,34.9,29.8,403.3,1.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,126,6.3,5.6,449,1.6,12.8,0,0,12,12,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,4,0,0,8,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,33.8,28.9,422.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,117,6,4.7,332,1.4,12.6,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
20,1,0.08,0.5,0,18.38,35.9,30.8,470.3,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,107,5.1,4.8,390,1.5,8.8,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,4,8,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,34.2,29.4,423.5,1.667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,60,3.8,5.4,196,1.8,10.1,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,4,8,8,0,2,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3
20,1,0.08,0.5,0,18.38,36.4,31.2,522.8,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,99,2.7,5.5,337,1.6,10.4,0,0,4,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
