,수온,Condition factor,ALP,T P,Wgp2,Wgi3,Whkp2,Whki2-1,Wlr1,Wlr2-1,Wsi2,결과
274,20.11,2.607,193.0,6.4,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
275,20.11,2.457,209.0,4.5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
276,20.11,2.468,117.0,5.9,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
277,25.96,1.79,180.0,6.5,4.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
278,25.96,1.729,149.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
279,25.96,1.834,183.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
280,25.96,1.912,143.0,6.4,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0
281,25.96,1.95,137.0,6.6,4.0,0.0,0.0,8.0,0.0,4.0,4.0,2.0
282,25.96,1.584,173.0,5.3,4.0,0.0,0.0,8.0,0.0,4.0,4.0,1.0
283,25.96,1.872,164.0,6.6,4.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0
284,25.96,1.715,159.0,6.6,8.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
285,25.96,1.701,137.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
286,25.96,1.877,146.0,7.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
287,25.96,2.064,185.0,7.1,0.0,0.0,0.0,4.0,0.0,4.0,8.0,1.0
288,25.96,1.806,97.0,5.7,4.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
289,25.96,1.907,170.0,6.8,4.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
290,25.96,1.746,234.0,6.2,4.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
291,25.96,1.722,158.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
292,25.96,1.544,177.0,5.2,4.0,0.0,0.0,8.0,0.0,4.0,4.0,1.0
293,25.96,1.828,145.0,7.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,25.96,2.101,180.0,7.2,0.0,0.0,0.0,4.0,0.0,4.0,8.0,1.0
295,25.96,1.804,172.0,6.7,4.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
296,27.15,2.098,143.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
297,27.15,2.022,153.0,5.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
298,27.15,2.667,181.0,5.2,8.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
299,27.15,2.106,181.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,27.15,2.185,143.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
301,27.15,2.019,260.0,6.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302,27.15,1.915,167.0,6.4,0.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
303,27.15,2.19,209.0,6.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
304,27.15,2.0,169.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
305,27.15,2.149,197.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
306,27.15,2.103,192.0,6.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
307,27.15,1.682,201.0,6.4,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
308,27.15,1.715,200.0,6.8,4.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
309,27.15,1.645,200.0,7.0,8.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
310,27.15,1.649,156.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,27.15,2.131,180.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,27.15,1.983,263.0,6.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,27.15,1.915,168.0,6.3,0.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
314,27.15,2.089,195.0,6.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
315,27.15,1.701,203.0,6.9,4.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
316,21.7,1.936,189.0,6.2,0.0,0.0,8.0,8.0,0.0,0.0,8.0,2.0
317,21.7,1.75,155.0,6.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
318,21.7,1.32,84.0,5.6,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0
319,21.7,1.455,172.0,5.3,4.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0
320,21.7,1.37,87.0,4.5,0.0,0.0,8.0,0.0,4.0,8.0,8.0,2.0
321,21.7,1.685,130.0,5.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
322,21.7,1.427,79.0,5.2,4.0,0.0,12.0,0.0,12.0,0.0,8.0,2.0
323,21.7,1.152,102.0,3.2,0.0,0.0,8.0,8.0,12.0,8.0,12.0,2.0
324,21.7,1.439,145.0,4.9,8.0,0.0,4.0,0.0,8.0,0.0,0.0,1.0
325,21.7,1.639,154.0,5.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,21.7,1.485,124.0,5.3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
327,21.7,1.651,109.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,21.7,1.6,102.0,5.2,8.0,0.0,12.0,0.0,4.0,0.0,4.0,2.0
329,21.7,1.394,98.0,5.4,4.0,0.0,8.0,0.0,4.0,0.0,0.0,2.0
330,21.7,1.288,76.0,5.0,4.0,0.0,8.0,0.0,8.0,8.0,4.0,2.0
331,21.7,1.177,58.0,5.6,0.0,0.0,0.0,4.0,8.0,4.0,0.0,2.0
332,21.7,1.42,132.0,6.1,0.0,0.0,8.0,0.0,4.0,4.0,0.0,1.0
333,21.7,1.315,75.0,6.1,4.0,0.0,8.0,8.0,8.0,0.0,8.0,2.0
334,21.7,1.559,111.0,4.5,0.0,0.0,8.0,0.0,4.0,0.0,4.0,1.0
335,21.7,1.162,95.0,4.9,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0
336,21.7,1.158,89.0,5.3,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1.0
337,21.7,1.582,103.0,5.8,0.0,0.0,0.0,0.0,12.0,8.0,0.0,2.0
338,21.7,2.249,68.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
339,21.7,1.251,88.0,5.5,4.0,0.0,4.0,0.0,8.0,8.0,0.0,2.0
340,21.7,1.199,305.0,5.9,4.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0
341,21.7,2.26,120.0,5.6,4.0,0.0,12.0,0.0,8.0,4.0,8.0,2.0
342,21.7,0.968,106.0,5.6,0.0,0.0,8.0,0.0,12.0,0.0,8.0,2.0
343,21.7,1.157,97.0,6.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,2.0
344,21.7,1.414,93.0,5.0,0.0,0.0,8.0,4.0,8.0,0.0,4.0,2.0
345,21.7,1.104,72.0,4.6,0.0,0.0,8.0,0.0,8.0,8.0,8.0,2.0
346,21.5,1.333,87.0,5.2,12.0,12.0,8.0,8.0,8.0,0.0,8.0,2.0
347,21.5,1.453,142.0,4.3,12.0,12.0,12.0,12.0,8.0,0.0,8.0,2.0
348,21.5,1.271,163.0,4.8,12.0,12.0,12.0,4.0,8.0,0.0,8.0,2.0
349,21.5,1.348,75.0,4.5,12.0,12.0,12.0,0.0,8.0,0.0,8.0,2.0
350,21.5,1.448,129.0,5.1,12.0,12.0,8.0,0.0,12.0,0.0,8.0,2.0
351,21.5,1.475,56.0,5.3,8.0,8.0,8.0,8.0,8.0,0.0,8.0,2.0
352,21.5,1.247,178.0,5.0,12.0,8.0,8.0,0.0,12.0,0.0,8.0,2.0
353,21.5,1.015,103.0,5.7,0.0,8.0,8.0,8.0,8.0,8.0,12.0,2.0
354,21.5,1.507,192.0,6.8,8.0,12.0,12.0,0.0,8.0,8.0,8.0,2.0
355,21.5,1.453,186.0,4.8,8.0,0.0,4.0,4.0,8.0,12.0,4.0,2.0
356,21.5,1.39,74.0,4.2,0.0,12.0,12.0,0.0,12.0,0.0,12.0,2.0
357,21.5,1.4,169.0,4.1,0.0,12.0,12.0,0.0,8.0,0.0,8.0,2.0
358,21.5,1.248,85.0,5.0,0.0,8.0,4.0,0.0,0.0,12.0,4.0,2.0
359,21.5,1.357,94.0,4.6,8.0,0.0,8.0,8.0,4.0,0.0,4.0,2.0
360,21.5,1.327,79.0,4.5,0.0,0.0,8.0,0.0,8.0,0.0,8.0,2.0
361,21.5,1.494,196.0,5.0,0.0,12.0,12.0,0.0,12.0,8.0,12.0,2.0
362,21.5,1.651,140.0,4.4,0.0,8.0,0.0,0.0,8.0,8.0,4.0,2.0
363,21.5,1.463,96.0,3.2,0.0,4.0,4.0,0.0,8.0,0.0,0.0,1.0
364,21.5,1.352,109.0,5.7,8.0,4.0,12.0,8.0,8.0,0.0,12.0,2.0
365,21.5,1.302,123.0,5.2,0.0,8.0,12.0,0.0,12.0,0.0,8.0,2.0
366,21.5,1.409,104.0,5.3,8.0,0.0,0.0,4.0,0.0,12.0,4.0,2.0
367,21.5,1.311,97.0,2.7,0.0,8.0,8.0,0.0,0.0,12.0,4.0,2.0
368,21.5,1.935,75.0,4.3,0.0,8.0,0.0,0.0,0.0,8.0,8.0,1.0
369,21.5,1.458,116.0,4.3,0.0,8.0,4.0,0.0,8.0,8.0,8.0,2.0
370,21.5,1.648,228.0,5.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,1.0
371,21.5,1.752,120.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
372,21.5,1.393,51.0,3.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
373,21.5,1.397,77.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
374,21.5,1.538,91.0,5.0,8.0,8.0,8.0,0.0,4.0,0.0,8.0,1.0
375,21.5,1.623,68.0,4.5,0.0,0.0,12.0,0.0,0.0,8.0,8.0,2.0
376,21.3,1.528,63.0,5.6,0.0,8.0,8.0,8.0,8.0,12.0,4.0,2.0
377,21.3,1.987,215.0,6.6,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0
378,21.3,2.469,101.0,6.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0
379,21.3,1.855,149.0,5.3,0.0,4.0,0.0,0.0,0.0,8.0,8.0,1.0
380,21.3,1.648,171.0,6.3,4.0,0.0,8.0,0.0,0.0,8.0,8.0,2.0
381,21.3,1.71,146.0,6.2,0.0,0.0,4.0,0.0,0.0,8.0,4.0,1.0
382,21.3,1.576,211.0,6.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
383,21.3,2.287,127.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0
384,21.3,2.011,136.0,5.9,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0
385,21.3,2.102,131.0,7.0,0.0,8.0,8.0,0.0,0.0,8.0,4.0,2.0
386,21.3,2.365,136.0,5.4,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0
387,21.3,1.943,150.0,5.5,0.0,4.0,0.0,0.0,0.0,8.0,4.0,1.0
388,21.3,2.107,205.0,6.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
389,21.3,1.974,143.0,5.7,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0
390,21.3,2.131,188.0,5.8,0.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0
391,21.8,1.91,166.0,5.2,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0
392,21.8,1.845,125.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,21.8,1.641,125.0,5.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
394,21.8,1.694,72.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
395,21.8,2.072,100.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,21.8,1.901,100.0,6.1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
397,21.8,1.855,137.0,5.8,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
398,21.8,1.445,122.0,5.4,0.0,4.0,0.0,0.0,4.0,8.0,0.0,1.0
399,21.8,2.368,123.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,21.8,1.969,91.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,21.8,1.717,90.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
402,21.8,2.011,81.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403,21.8,1.837,85.0,5.3,0.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0
404,21.8,1.977,99.0,5.3,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0
405,21.8,1.889,79.0,5.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
406,21.8,2.573,131.0,3.8,4.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0
407,21.8,1.176,149.0,3.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0
408,21.8,1.404,104.0,3.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1.0
409,21.8,1.21,126.0,4.3,0.0,0.0,8.0,0.0,4.0,0.0,0.0,1.0
410,21.8,2.052,105.0,4.1,0.0,4.0,12.0,4.0,4.0,0.0,4.0,1.0
411,21.8,1.417,220.0,4.3,0.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0
412,21.8,1.577,152.0,4.4,0.0,0.0,8.0,4.0,4.0,0.0,8.0,1.0
413,21.8,1.079,91.0,2.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0
414,21.8,1.176,105.0,2.7,0.0,4.0,8.0,4.0,8.0,0.0,0.0,1.0
415,21.8,1.096,149.0,3.8,4.0,4.0,4.0,0.0,8.0,0.0,0.0,1.0
416,21.8,1.094,81.0,2.6,4.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0
417,21.8,1.104,61.0,3.8,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0
418,21.8,1.436,159.0,4.7,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0
419,21.8,0.973,111.0,3.5,4.0,0.0,8.0,4.0,8.0,0.0,0.0,1.0
420,21.8,1.004,65.0,2.4,0.0,4.0,8.0,0.0,8.0,0.0,0.0,1.0
421,21.8,1.039,103.0,2.6,0.0,4.0,8.0,8.0,0.0,0.0,0.0,1.0
422,21.8,1.039,94.0,3.8,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
423,20.6,1.462,121.0,3.2,0.0,4.0,0.0,0.0,8.0,8.0,4.0,1.0
424,20.6,1.296,110.0,2.5,0.0,4.0,8.0,0.0,8.0,0.0,0.0,1.0
425,20.6,1.465,201.0,3.6,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0
426,20.6,1.265,156.0,3.2,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1.0
427,20.6,1.188,124.0,2.7,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0
428,20.6,1.442,90.0,4.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
429,20.6,1.727,87.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
430,20.6,1.222,83.0,2.7,0.0,8.0,4.0,4.0,8.0,0.0,0.0,1.0
431,20.6,1.487,106.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,20.6,1.185,83.0,2.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,1.0
433,20.6,1.176,68.0,2.0,0.0,8.0,12.0,0.0,8.0,0.0,0.0,2.0
434,20.6,1.182,118.0,3.4,4.0,4.0,4.0,0.0,8.0,0.0,0.0,1.0
435,20.6,1.338,78.0,2.9,4.0,4.0,4.0,0.0,8.0,4.0,0.0,1.0
436,20.6,1.139,98.0,2.0,4.0,0.0,4.0,0.0,8.0,4.0,0.0,1.0
437,20.6,1.946,89.0,2.7,0.0,4.0,0.0,0.0,4.0,8.0,0.0,1.0
438,20.6,1.592,88.0,2.5,0.0,4.0,0.0,0.0,8.0,8.0,0.0,1.0
439,20.6,1.35,92.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,20.9,2.107,97.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,20.9,1.968,167.0,5.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
442,20.9,3.248,156.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0
443,20.9,3.673,218.0,4.4,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
444,20.9,3.54,164.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
445,20.9,2.902,188.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,20.9,4.014,162.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,20.9,3.371,94.0,4.7,0.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0
448,20.9,3.274,175.0,3.1,0.0,4.0,0.0,0.0,0.0,12.0,0.0,1.0
449,20.9,3.685,139.0,6.6,0.0,0.0,4.0,8.0,0.0,0.0,0.0,2.0
450,20.9,3.203,168.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
451,20.9,2.701,148.0,4.6,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
452,20.9,3.035,146.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,20.9,3.927,115.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
454,20.9,3.216,118.0,2.4,4.0,0.0,4.0,0.0,0.0,12.0,0.0,2.0
455,21.2,2.182,121.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,21.2,1.848,134.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,21.2,2.318,145.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,21.2,2.262,104.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,21.2,2.115,98.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,21.2,1.898,45.0,2.0,0.0,0.0,12.0,8.0,8.0,8.0,12.0,2.0
461,21.2,1.994,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,21.2,1.997,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,21.2,2.262,99.0,3.7,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0
464,21.2,2.004,113.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
465,21.2,2.363,133.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,21.2,2.424,84.0,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,21.2,2.086,100.0,5.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
468,21.2,2.127,114.0,4.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,21.2,2.346,87.0,4.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
470,17.5,2.076,245.0,4.1,0.0,0.0,4.0,8.0,4.0,4.0,8.0,2.0
471,17.5,1.827,92.0,5.4,4.0,0.0,0.0,12.0,4.0,4.0,4.0,1.0
472,17.5,1.697,144.0,4.5,4.0,0.0,4.0,12.0,4.0,0.0,4.0,2.0
473,17.5,2.321,117.0,4.8,0.0,0.0,0.0,4.0,0.0,8.0,4.0,1.0
474,17.5,2.009,134.0,4.5,0.0,0.0,0.0,4.0,12.0,8.0,8.0,1.0
475,17.5,2.281,251.0,4.5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
476,17.5,1.663,155.0,5.4,4.0,4.0,4.0,0.0,8.0,12.0,12.0,2.0
477,17.5,2.298,330.0,4.6,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0
478,17.5,1.773,117.0,5.3,0.0,0.0,0.0,8.0,4.0,8.0,12.0,2.0
479,17.5,2.289,87.0,4.3,4.0,0.0,0.0,8.0,12.0,8.0,8.0,2.0
480,17.5,2.112,122.0,5.0,4.0,0.0,0.0,8.0,8.0,8.0,8.0,2.0
481,17.5,1.981,180.0,3.9,4.0,4.0,4.0,8.0,8.0,8.0,8.0,2.0
482,17.5,2.276,117.0,4.9,0.0,0.0,0.0,12.0,4.0,8.0,4.0,2.0
483,17.5,1.877,130.0,3.2,0.0,0.0,0.0,8.0,4.0,12.0,0.0,1.0
484,17.5,2.205,472.0,4.7,4.0,0.0,0.0,12.0,12.0,8.0,12.0,2.0
485,17.5,2.203,250.0,5.3,0.0,0.0,0.0,12.0,8.0,0.0,8.0,1.0
486,17.5,2.324,166.0,5.1,0.0,0.0,0.0,4.0,0.0,8.0,4.0,1.0
487,17.5,2.237,207.0,4.7,0.0,4.0,4.0,8.0,0.0,8.0,0.0,1.0
488,17.5,2.338,226.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,17.5,1.803,506.0,3.7,4.0,0.0,0.0,0.0,8.0,4.0,8.0,1.0
490,17.5,1.859,286.0,4.2,8.0,8.0,0.0,12.0,0.0,0.0,0.0,1.0
491,17.5,1.698,216.0,3.3,8.0,0.0,0.0,12.0,4.0,0.0,4.0,1.0
492,17.5,1.69,87.0,2.9,0.0,0.0,12.0,8.0,12.0,8.0,8.0,2.0
493,17.5,2.23,262.0,4.6,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0
494,17.5,1.92,454.0,3.5,4.0,4.0,0.0,12.0,4.0,0.0,12.0,1.0
495,17.5,1.907,695.0,4.1,0.0,0.0,0.0,12.0,4.0,0.0,8.0,1.0
496,17.5,1.929,346.0,3.6,4.0,4.0,0.0,8.0,8.0,4.0,4.0,1.0
497,17.5,2.204,265.0,3.9,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0
498,17.5,2.153,102.0,3.5,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0
499,17.5,1.688,543.0,3.9,0.0,4.0,0.0,12.0,4.0,0.0,4.0,1.0
500,17.5,1.701,344.0,4.7,0.0,4.0,0.0,12.0,0.0,0.0,8.0,1.0
501,17.5,1.582,163.0,4.3,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
502,17.5,1.533,170.0,3.0,4.0,4.0,8.0,4.0,4.0,4.0,0.0,2.0
503,17.5,2.043,198.0,3.4,8.0,4.0,0.0,0.0,0.0,4.0,8.0,2.0
504,17.5,1.719,292.0,3.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
505,17.5,1.789,183.0,4.1,4.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
506,16.5,1.702,307.0,4.7,0.0,0.0,4.0,8.0,0.0,0.0,8.0,1.0
507,16.5,2.059,901.0,4.6,0.0,0.0,8.0,0.0,4.0,4.0,8.0,1.0
508,16.5,1.885,305.0,5.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0
509,16.5,2.891,239.0,4.8,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0
510,16.5,2.146,710.0,4.8,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
511,16.5,2.16,137.0,4.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
512,16.5,1.697,450.0,4.8,0.0,0.0,4.0,8.0,4.0,0.0,12.0,1.0
513,16.5,2.479,245.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
514,16.5,1.854,775.0,5.4,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
515,16.5,2.148,264.0,4.7,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
516,16.5,2.167,479.0,5.1,0.0,0.0,0.0,8.0,0.0,0.0,12.0,1.0
517,16.5,2.009,470.0,4.9,4.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
518,16.5,1.887,302.0,4.5,0.0,0.0,8.0,12.0,8.0,0.0,8.0,2.0
519,16.5,2.072,124.0,2.4,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
520,16.5,1.989,584.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,16.5,1.937,575.0,3.9,0.0,0.0,0.0,4.0,4.0,4.0,12.0,1.0
522,16.5,2.345,289.0,4.3,8.0,4.0,0.0,4.0,4.0,4.0,4.0,1.0
523,16.5,1.948,483.0,5.3,0.0,4.0,8.0,4.0,0.0,0.0,0.0,1.0
524,16.5,1.908,122.0,3.5,8.0,8.0,8.0,12.0,4.0,4.0,0.0,2.0
525,16.5,1.805,102.0,3.8,4.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0
526,16.5,1.615,134.0,3.6,0.0,0.0,8.0,4.0,8.0,8.0,0.0,2.0
527,16.5,1.737,83.0,3.3,0.0,0.0,4.0,4.0,4.0,4.0,0.0,1.0
528,16.5,1.854,84.0,3.2,8.0,4.0,8.0,8.0,0.0,4.0,4.0,2.0
529,16.5,1.729,90.0,2.7,0.0,0.0,8.0,0.0,4.0,8.0,0.0,2.0
530,16.5,1.688,122.0,3.6,4.0,0.0,8.0,8.0,4.0,4.0,0.0,1.0
531,16.5,1.651,102.0,3.0,4.0,0.0,8.0,4.0,8.0,8.0,8.0,1.0
532,16.5,1.704,80.0,3.2,4.0,0.0,8.0,8.0,4.0,8.0,0.0,2.0
533,16.5,2.08,68.0,3.3,8.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0
534,16.5,1.816,95.0,3.0,4.0,4.0,4.0,8.0,4.0,0.0,8.0,2.0
535,16.5,1.959,130.0,3.6,8.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0
536,16.5,1.649,114.0,3.2,4.0,0.0,8.0,8.0,8.0,0.0,8.0,2.0
537,16.5,1.723,105.0,3.3,4.0,0.0,8.0,12.0,0.0,0.0,8.0,2.0
538,16.5,2.037,89.0,3.1,8.0,4.0,8.0,8.0,0.0,4.0,4.0,2.0
539,16.5,2.04,96.0,3.4,8.0,4.0,4.0,8.0,4.0,8.0,4.0,2.0
540,16.5,1.669,86.0,3.5,4.0,0.0,8.0,12.0,4.0,0.0,4.0,2.0
541,16.5,1.578,84.0,2.8,4.0,0.0,4.0,12.0,0.0,0.0,12.0,2.0
542,15.4,1.648,186.0,3.7,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0
543,15.4,1.548,130.0,3.8,0.0,0.0,0.0,4.0,4.0,8.0,0.0,1.0
544,15.4,1.439,245.0,3.4,4.0,4.0,0.0,12.0,8.0,8.0,0.0,1.0
545,15.4,1.689,152.0,4.7,0.0,4.0,0.0,8.0,4.0,8.0,0.0,1.0
546,15.4,1.625,167.0,4.0,4.0,0.0,4.0,12.0,8.0,8.0,0.0,2.0
547,15.4,1.399,187.0,4.1,8.0,4.0,4.0,4.0,12.0,8.0,0.0,2.0
548,15.4,1.474,140.0,3.6,0.0,4.0,4.0,8.0,8.0,12.0,0.0,2.0
549,15.4,1.42,112.0,3.4,8.0,0.0,8.0,8.0,12.0,12.0,0.0,2.0
550,15.4,1.417,86.0,3.5,8.0,4.0,4.0,4.0,0.0,12.0,0.0,1.0
551,15.4,1.308,111.0,3.4,0.0,0.0,8.0,8.0,12.0,8.0,0.0,2.0
