,수온,Condition factor,ALP,T P,Wgp2,Wgi3,Whkp2,Whki2-1,Wlr1,Wlr2-1,Wsi2,결과
552,15.4,1.759,108.0,4.3,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0
553,15.4,1.326,260.0,4.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
554,15.4,1.179,233.0,4.3,4.0,0.0,0.0,8.0,4.0,4.0,4.0,1.0
555,15.4,1.774,206.0,4.1,0.0,0.0,8.0,8.0,0.0,0.0,4.0,1.0
556,15.4,1.39,235.0,4.5,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
557,15.4,1.393,67.0,3.0,4.0,0.0,8.0,0.0,12.0,12.0,0.0,2.0
558,15.4,1.394,228.0,3.1,0.0,0.0,0.0,0.0,12.0,8.0,0.0,1.0
559,15.4,1.431,89.0,2.6,0.0,0.0,8.0,8.0,12.0,12.0,4.0,2.0
560,18.0,1.604,59.0,1.1,8.0,12.0,12.0,8.0,4.0,4.0,4.0,2.0
561,18.0,1.641,51.0,3.4,0.0,0.0,12.0,12.0,8.0,0.0,8.0,2.0
562,18.0,1.47,40.0,2.5,4.0,12.0,12.0,0.0,8.0,8.0,4.0,2.0
563,18.0,1.424,86.0,2.0,4.0,12.0,12.0,8.0,4.0,8.0,8.0,2.0
564,18.0,1.339,129.0,2.6,8.0,12.0,12.0,12.0,0.0,0.0,12.0,2.0
565,18.0,1.148,94.0,2.2,0.0,0.0,0.0,4.0,8.0,4.0,12.0,1.0
566,18.0,1.638,59.0,3.3,0.0,0.0,12.0,12.0,0.0,8.0,12.0,2.0
567,18.0,1.348,80.0,3.1,0.0,4.0,4.0,4.0,4.0,8.0,8.0,2.0
568,18.0,1.355,100.0,3.6,8.0,4.0,12.0,8.0,8.0,4.0,4.0,2.0
569,18.0,1.247,114.0,3.6,0.0,4.0,0.0,4.0,8.0,8.0,0.0,1.0
570,18.0,1.406,36.0,3.4,4.0,4.0,8.0,4.0,12.0,4.0,4.0,2.0
571,18.0,1.64,54.0,3.3,8.0,12.0,0.0,0.0,4.0,4.0,12.0,2.0
572,18.0,1.641,55.0,2.4,0.0,8.0,4.0,0.0,0.0,12.0,0.0,2.0
573,18.0,1.101,2.0,1.4,4.0,8.0,0.0,0.0,12.0,4.0,0.0,1.0
574,18.0,1.428,75.0,2.1,4.0,12.0,8.0,12.0,0.0,8.0,8.0,2.0
575,18.0,1.378,106.0,4.6,0.0,0.0,12.0,12.0,8.0,0.0,12.0,2.0
576,18.0,1.484,50.0,5.4,0.0,12.0,12.0,8.0,8.0,8.0,12.0,2.0
577,18.0,1.204,102.0,4.2,0.0,8.0,12.0,4.0,0.0,4.0,12.0,2.0
578,18.5,1.165,121.0,2.5,0.0,0.0,12.0,4.0,12.0,0.0,4.0,2.0
579,18.5,1.503,102.0,3.3,0.0,0.0,8.0,8.0,0.0,12.0,0.0,1.0
580,18.5,1.291,161.0,2.9,0.0,0.0,8.0,4.0,8.0,0.0,4.0,1.0
581,18.5,1.121,51.0,3.3,8.0,0.0,12.0,8.0,0.0,4.0,8.0,2.0
582,18.5,1.656,71.0,2.7,0.0,0.0,12.0,4.0,4.0,8.0,4.0,2.0
583,18.5,1.593,99.0,3.4,4.0,0.0,8.0,0.0,4.0,8.0,0.0,1.0
584,18.5,1.725,89.0,4.7,4.0,4.0,8.0,8.0,0.0,4.0,4.0,1.0
585,18.5,1.734,269.0,3.6,0.0,0.0,8.0,12.0,0.0,4.0,0.0,1.0
586,18.5,1.387,49.0,2.9,0.0,0.0,12.0,0.0,8.0,8.0,4.0,2.0
587,18.5,1.602,85.0,3.5,0.0,4.0,8.0,8.0,4.0,8.0,12.0,2.0
588,18.5,1.452,60.0,3.3,0.0,0.0,8.0,0.0,4.0,4.0,0.0,1.0
589,18.5,1.315,84.0,2.5,0.0,0.0,12.0,4.0,4.0,12.0,8.0,2.0
590,18.5,1.475,87.0,2.6,0.0,4.0,8.0,0.0,4.0,12.0,0.0,2.0
591,18.5,1.269,87.0,2.4,8.0,4.0,8.0,0.0,4.0,8.0,12.0,2.0
592,18.5,1.55,140.0,3.3,0.0,0.0,8.0,8.0,0.0,8.0,0.0,1.0
593,18.5,1.86,130.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
594,18.5,1.512,247.0,3.1,0.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0
595,18.5,1.884,95.0,3.6,4.0,0.0,4.0,0.0,0.0,12.0,4.0,1.0
596,18.3,1.863,228.0,5.7,4.0,0.0,0.0,12.0,0.0,0.0,8.0,1.0
597,18.3,1.775,216.0,5.8,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0
598,18.3,2.341,126.0,5.1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
599,18.3,1.884,332.0,5.5,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
600,18.3,1.738,161.0,4.4,0.0,0.0,8.0,4.0,0.0,0.0,4.0,1.0
601,18.3,1.872,84.0,4.5,8.0,8.0,12.0,8.0,4.0,4.0,8.0,2.0
602,18.3,1.857,313.0,5.5,4.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0
603,18.3,1.952,431.0,5.8,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
604,18.3,2.387,204.0,5.6,4.0,12.0,0.0,8.0,0.0,0.0,4.0,2.0
605,18.3,2.392,316.0,5.7,8.0,8.0,4.0,0.0,0.0,8.0,0.0,2.0
606,18.3,1.672,215.0,6.2,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
607,18.3,1.842,292.0,5.5,4.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
608,18.3,1.7,179.0,5.3,8.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0
609,18.3,1.831,234.0,5.9,4.0,8.0,4.0,8.0,0.0,0.0,0.0,2.0
610,18.3,1.731,148.0,4.6,4.0,4.0,8.0,8.0,4.0,8.0,4.0,2.0
611,18.3,1.767,406.0,5.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
612,18.3,1.835,170.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
613,18.3,1.712,245.0,5.5,0.0,4.0,0.0,4.0,0.0,0.0,8.0,2.0
614,18.0,1.465,125.0,4.0,0.0,0.0,4.0,4.0,4.0,8.0,12.0,1.0
615,18.0,1.418,153.0,4.9,0.0,0.0,8.0,4.0,0.0,8.0,8.0,1.0
616,18.0,1.619,145.0,5.4,0.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0
617,18.0,1.295,286.0,4.0,8.0,8.0,8.0,0.0,0.0,12.0,8.0,2.0
618,18.0,1.514,75.0,3.5,0.0,0.0,8.0,4.0,4.0,8.0,8.0,1.0
619,18.0,1.611,137.0,5.2,4.0,4.0,12.0,4.0,0.0,8.0,12.0,2.0
620,18.0,1.532,152.0,3.7,0.0,0.0,0.0,12.0,4.0,4.0,12.0,1.0
621,18.0,1.433,233.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0
622,18.0,1.701,251.0,6.1,0.0,0.0,12.0,4.0,4.0,4.0,12.0,1.0
623,18.0,1.554,255.0,5.9,4.0,0.0,12.0,4.0,0.0,0.0,12.0,1.0
624,18.0,1.426,221.0,3.3,0.0,0.0,4.0,8.0,0.0,12.0,8.0,2.0
625,18.0,1.509,224.0,4.1,4.0,0.0,8.0,0.0,0.0,12.0,4.0,1.0
626,18.0,1.664,344.0,5.4,0.0,0.0,4.0,8.0,0.0,0.0,8.0,1.0
627,18.0,1.478,346.0,6.4,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
628,18.0,1.682,133.0,5.4,0.0,0.0,8.0,4.0,4.0,4.0,12.0,1.0
629,18.0,1.531,121.0,4.5,0.0,0.0,4.0,4.0,0.0,12.0,12.0,1.0
630,18.0,1.611,182.0,5.4,0.0,0.0,12.0,0.0,8.0,8.0,8.0,2.0
631,18.0,1.458,345.0,6.1,4.0,0.0,0.0,8.0,0.0,12.0,8.0,1.0
632,18.0,1.683,216.0,5.1,0.0,0.0,8.0,4.0,0.0,0.0,8.0,1.0
633,18.0,1.441,288.0,4.3,0.0,4.0,0.0,12.0,4.0,12.0,8.0,2.0
634,18.0,1.747,237.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0
635,18.0,1.828,149.0,7.4,0.0,0.0,8.0,4.0,4.0,12.0,12.0,2.0
636,18.0,1.667,345.0,6.9,4.0,0.0,0.0,8.0,4.0,0.0,8.0,1.0
637,18.0,2.752,115.0,6.1,4.0,0.0,12.0,12.0,8.0,12.0,12.0,2.0
638,18.0,1.862,222.0,6.2,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
639,18.0,1.474,262.0,4.0,4.0,0.0,0.0,4.0,4.0,12.0,4.0,1.0
640,18.0,1.685,313.0,5.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
641,18.0,1.665,141.0,7.4,4.0,4.0,12.0,12.0,0.0,8.0,12.0,2.0
642,18.0,1.821,251.0,5.8,0.0,0.0,4.0,8.0,0.0,0.0,12.0,1.0
643,18.0,1.786,46.0,2.4,0.0,4.0,12.0,4.0,0.0,4.0,8.0,2.0
644,18.0,1.365,257.0,4.0,4.0,0.0,4.0,4.0,0.0,12.0,8.0,2.0
645,18.0,1.453,231.0,4.4,8.0,0.0,0.0,4.0,0.0,12.0,4.0,2.0
646,18.0,1.143,151.0,3.3,0.0,4.0,8.0,4.0,12.0,8.0,12.0,2.0
647,18.0,1.636,335.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
648,18.0,1.606,253.0,4.5,0.0,0.0,0.0,8.0,4.0,8.0,12.0,1.0
649,18.0,1.478,219.0,5.1,4.0,0.0,0.0,4.0,0.0,12.0,8.0,2.0
650,26.6,2.471,339.0,5.1,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0
651,26.6,1.716,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,26.6,2.098,326.0,4.8,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
653,26.6,2.13,277.0,5.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
654,26.6,2.259,510.0,4.9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
655,26.6,2.44,366.0,4.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
656,26.6,2.184,271.0,4.9,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
657,26.6,2.05,520.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,26.6,2.097,432.0,5.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
659,26.6,2.354,330.0,4.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
660,26.6,1.996,504.0,3.7,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0
661,26.6,2.116,187.0,7.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
662,26.6,2.168,335.0,4.7,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
663,26.6,2.193,337.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,26.6,2.353,436.0,4.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
665,26.6,1.807,440.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,26.6,2.243,417.0,4.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
667,26.6,2.098,372.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,26.6,2.072,99.0,1.9,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
669,26.6,2.372,294.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
670,24.2,2.766,391.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
671,24.2,2.534,482.0,7.2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0
672,24.2,2.606,420.0,8.1,0.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0
673,24.2,2.73,477.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
674,24.2,2.896,417.0,7.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
675,24.2,2.368,395.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
676,24.2,2.719,324.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,24.2,2.525,452.0,7.7,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0
678,24.2,2.384,510.0,7.6,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
679,24.2,2.47,226.0,8.7,0.0,4.0,0.0,8.0,0.0,4.0,4.0,2.0
680,24.2,2.446,426.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,24.2,3.089,466.0,9.2,0.0,0.0,0.0,4.0,0.0,8.0,4.0,0.0
682,24.2,2.443,467.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
683,24.2,2.349,344.0,9.1,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
684,24.2,2.398,324.0,8.9,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
685,24.2,2.426,562.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,24.2,2.416,487.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
687,24.2,2.256,480.0,7.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
688,24.3,2.415,229.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
689,24.3,2.238,419.0,6.3,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
690,24.3,2.311,1164.0,6.2,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
691,24.3,2.362,427.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0
692,24.3,2.699,224.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
693,24.3,2.367,297.0,5.2,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
694,24.3,2.447,1015.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
695,24.3,2.422,210.0,4.5,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
696,24.3,2.163,226.0,4.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
697,24.3,2.455,211.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,24.3,2.425,93.0,3.4,0.0,0.0,4.0,0.0,0.0,8.0,4.0,1.0
699,24.3,2.449,304.0,6.3,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0
700,24.3,2.181,372.0,5.8,0.0,0.0,0.0,4.0,0.0,4.0,12.0,1.0
701,24.3,2.456,179.0,7.8,0.0,0.0,8.0,4.0,0.0,4.0,4.0,1.0
702,24.3,2.733,450.0,5.3,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0
703,24.3,2.346,345.0,6.4,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0
704,24.3,2.277,423.0,6.8,0.0,0.0,0.0,4.0,0.0,4.0,8.0,1.0
705,24.3,2.537,196.0,7.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
706,24.0,1.899,213.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,24.0,2.53,269.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,24.0,2.111,231.0,3.8,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
709,24.0,2.175,170.0,7.7,0.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0
710,24.0,2.497,165.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,24.0,2.176,188.0,5.1,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
712,24.0,2.159,150.0,2.4,0.0,0.0,8.0,4.0,4.0,4.0,4.0,2.0
713,24.0,2.324,179.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,24.0,2.242,137.0,4.7,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0
715,24.0,2.197,188.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
716,24.0,2.291,179.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
717,24.0,2.128,185.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
718,24.0,2.155,165.0,4.9,0.0,0.0,4.0,0.0,4.0,0.0,4.0,1.0
719,24.0,2.193,315.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
720,24.0,2.215,190.0,5.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
721,24.0,2.307,206.0,4.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
722,24.0,2.255,185.0,3.8,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0
723,24.0,2.092,321.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
724,24.6,3.439,359.0,6.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0
725,24.6,3.3,348.0,6.7,0.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
726,24.6,3.485,479.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,24.6,3.497,408.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0
728,24.6,3.629,429.0,5.5,0.0,0.0,4.0,0.0,0.0,4.0,8.0,1.0
729,24.6,3.243,360.0,7.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0
730,24.6,2.924,342.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,24.6,3.708,337.0,5.5,0.0,0.0,4.0,0.0,0.0,4.0,8.0,1.0
732,24.6,3.117,357.0,6.9,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0
733,24.6,3.407,251.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
734,24.6,3.25,332.0,7.2,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
735,24.6,3.059,331.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,24.6,2.752,335.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,24.6,3.196,344.0,6.4,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
738,24.6,3.36,454.0,6.1,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
739,24.6,3.38,384.0,5.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
740,24.6,3.365,367.0,5.8,0.0,0.0,0.0,4.0,4.0,8.0,4.0,1.0
741,24.6,3.228,378.0,5.6,0.0,0.0,8.0,8.0,0.0,4.0,4.0,1.0
742,24.9,2.599,553.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
743,24.9,2.637,887.0,6.2,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
744,24.9,2.524,284.0,7.7,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0
745,24.9,2.309,434.0,8.1,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0
746,24.9,2.769,937.0,5.5,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0
747,24.9,3.2,487.0,6.6,0.0,0.0,0.0,8.0,0.0,4.0,4.0,1.0
748,24.9,2.622,703.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
749,24.9,2.39,822.0,7.1,4.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0
750,24.9,2.422,254.0,7.2,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0
751,24.9,2.195,332.0,8.8,0.0,0.0,0.0,8.0,0.0,0.0,12.0,1.0
752,24.9,2.603,347.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
753,24.9,2.484,594.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
754,24.9,2.75,408.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
755,24.9,2.708,554.0,8.5,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
756,24.9,2.182,291.0,5.6,0.0,0.0,4.0,8.0,0.0,0.0,4.0,1.0
757,24.9,2.672,490.0,5.4,4.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0
758,24.9,2.354,780.0,5.2,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0
759,24.9,2.645,670.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
760,21.9,2.276,308.0,6.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
761,21.9,2.712,353.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
762,21.9,1.463,291.0,5.4,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0
763,21.9,1.759,309.0,7.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
764,21.9,4.085,274.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0
765,21.9,2.179,246.0,6.5,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0
766,21.9,2.333,383.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
767,21.9,2.073,654.0,10.8,0.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0
768,21.9,1.862,325.0,7.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
769,21.9,2.098,392.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
770,21.9,2.732,249.0,5.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
771,21.9,2.068,678.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,21.9,2.308,318.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,21.9,2.405,299.0,6.8,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
774,21.9,2.107,179.0,6.1,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
775,21.9,2.323,1089.0,10.9,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0
776,21.9,2.215,246.0,5.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
777,21.9,2.366,328.0,7.1,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0
778,21.5,1.959,169.0,6.2,8.0,8.0,8.0,4.0,0.0,8.0,0.0,1.0
779,21.5,2.299,152.0,4.2,4.0,8.0,8.0,0.0,8.0,8.0,0.0,1.0
780,21.5,2.227,343.0,7.1,8.0,8.0,4.0,4.0,0.0,0.0,4.0,1.0
781,21.5,1.888,223.0,5.8,0.0,8.0,8.0,0.0,0.0,12.0,0.0,2.0
782,21.5,2.036,219.0,5.2,4.0,12.0,0.0,0.0,0.0,8.0,0.0,1.0
783,21.5,2.014,226.0,5.9,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
784,21.5,2.277,172.0,6.2,4.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0
785,21.5,2.233,289.0,6.4,8.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0
786,21.5,2.328,104.0,4.9,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
787,21.5,2.161,193.0,3.7,0.0,8.0,4.0,4.0,4.0,0.0,0.0,1.0
788,21.5,2.181,258.0,5.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
789,21.5,1.927,151.0,7.2,0.0,0.0,12.0,0.0,0.0,8.0,4.0,1.0
790,21.5,2.252,332.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,21.5,2.088,233.0,4.9,0.0,0.0,4.0,0.0,8.0,8.0,0.0,1.0
792,21.5,2.218,196.0,6.2,4.0,4.0,4.0,4.0,8.0,8.0,4.0,2.0
793,21.5,2.152,138.0,5.4,4.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0
794,21.5,2.37,216.0,5.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
795,21.5,2.134,128.0,5.2,0.0,4.0,0.0,0.0,4.0,8.0,0.0,1.0
796,22.1,2.12,170.0,6.1,0.0,8.0,4.0,0.0,0.0,0.0,4.0,1.0
797,22.1,3.269,158.0,5.4,4.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
798,22.1,2.003,214.0,6.1,0.0,0.0,4.0,4.0,0.0,8.0,0.0,1.0
799,22.1,1.993,216.0,4.7,4.0,4.0,0.0,8.0,4.0,4.0,0.0,2.0
800,22.1,2.335,159.0,4.5,0.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0
801,22.1,2.248,286.0,5.1,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
802,22.1,1.904,147.0,5.1,0.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0
803,22.1,2.151,732.0,6.4,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0
804,22.1,1.928,238.0,5.6,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0
805,22.1,2.079,484.0,9.2,0.0,0.0,4.0,8.0,4.0,0.0,8.0,1.0
806,22.1,1.82,284.0,5.2,0.0,0.0,8.0,0.0,4.0,0.0,0.0,1.0
807,22.1,2.129,258.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0
808,22.1,1.955,251.0,6.1,0.0,0.0,8.0,4.0,4.0,4.0,0.0,1.0
809,22.1,2.079,139.0,5.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0
810,22.1,1.937,148.0,6.3,4.0,0.0,4.0,8.0,4.0,0.0,0.0,1.0
811,22.1,2.088,351.0,7.6,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0
812,22.1,3.161,552.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0
813,22.1,3.01,248.0,7.5,0.0,8.0,0.0,0.0,4.0,8.0,0.0,1.0
814,22.3,1.717,184.0,3.0,0.0,8.0,0.0,0.0,12.0,4.0,4.0,1.0
815,22.3,2.091,239.0,4.1,0.0,8.0,12.0,0.0,0.0,8.0,4.0,1.0
816,22.3,1.962,386.0,4.2,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0
817,22.3,2.03,303.0,5.4,0.0,0.0,4.0,0.0,4.0,12.0,0.0,1.0
818,22.3,1.988,300.0,4.9,0.0,0.0,4.0,4.0,4.0,8.0,4.0,2.0
819,22.3,2.206,415.0,6.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0
820,22.3,2.224,246.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
821,22.3,2.539,262.0,4.9,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0
822,22.3,1.934,165.0,4.3,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0
823,22.3,1.65,76.0,3.9,0.0,0.0,8.0,8.0,12.0,8.0,4.0,2.0
824,22.3,1.992,252.0,5.4,0.0,0.0,8.0,4.0,0.0,4.0,4.0,1.0
825,22.3,1.927,77.0,3.3,0.0,0.0,12.0,0.0,8.0,4.0,8.0,1.0
826,22.3,2.053,295.0,7.4,0.0,0.0,12.0,0.0,0.0,8.0,0.0,2.0
827,22.3,1.796,276.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
828,22.3,1.821,204.0,5.7,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0
829,22.3,1.865,258.0,11.0,0.0,0.0,8.0,4.0,8.0,8.0,8.0,2.0
